X,Y,OBJECTID,Count_,Int_Number,Location,Dist
-71.075102062355953,42.308188275308936,1,386,3121,Columbia Rd. & Wyola Place,DO
-71.075238047512897,42.345855733633165,2,388,319,Columbus Ave. & Dartmouth St.,BP
-71.098279726547347,42.319568778357784,3,389,507,Columbus Ave. & Dimock St.,RX
-71.081808208880915,42.340578905624156,4,390,95,Columbus Ave. & Massachusetts Ave.,BP
-71.08774027584208,42.336402574798896,5,391,2085,Columbus Ave. & Melnea Cass Blvd.,RX
-71.07649537275212,42.344846412199985,6,393,577,Columbus Ave. & West Canton St.,BP
-71.078526195163377,42.343202750956891,7,394,320,Columbus Ave. & West Newton St.,BP
-71.05331196191095,42.361201326738524,8,400,290,Commercial St. & Cross St.,BP
-71.054022881838733,42.36775559949541,9,401,328,Commercial St. & Foster St.,BP
-71.052520054984555,42.367196821850534,10,402,424,Commercial St. & Hanover St.,BP
-71.105059652498127,42.349739952406921,11,403,1283,Commonwealth Ave. & Cummington St.,BP
-71.128089888375655,42.35068821287539,12,404,845,Commonwealth Ave. & Fordham St.,AB
-71.10361782857467,42.349774100001149,13,405,457,Commonwealth Ave. & Granby St.,BP
-71.134071569835299,42.348638822941297,14,406,459,Commonwealth Ave. & Griggs St.,AB
-71.13087253285309,42.350153042525896,15,407,181,Commonwealth Ave. & Harvard Ave.,AB
-71.094977798516922,42.348811682043795,16,408,3087,Commonwealth Ave. & Kenmore St.,BP
-71.148691708199451,42.341821466742594,17,409,1190,Commonwealth Ave. & Leamington Rd.,AB
-71.088520957213959,42.348897841009709,18,410,90,Commonwealth Ave. & Massachusetts Ave.,BP
-71.157854107662715,42.339738892811511,19,412,1208,Commonwealth Ave. & South St.,AB
-71.132992836854498,42.349622299973603,20,413,880,Commonwealth Ave. & Spofford St.,AB
-71.106570842759851,42.349922127050156,21,414,177,Commonwealth Ave. & St. Mary's St.,BP
-71.14268524035073,42.343641496987878,22,416,180,Commonwealth Ave. & Washington St.,AB
-71.039310521316352,42.382618578588456,23,434,431,Condor St. & Meridian St.,EB
-71.055678565318047,42.355645473931496,24,437,362,Congress St. & Franklin St.,BP
-71.057583517427915,42.36157839025887,25,438,4035,Congress St. & Hanover St.,BP
-71.054643074591795,42.354663197921845,26,439,47,Congress St. & High St.,BP
-71.056309656039858,42.356825126292257,27,440,1520,Congress St. & Milk St.,BP
-71.054127242153996,42.354174798372441,28,441,3055,Congress St. & Purchase St.,BP
-71.056804928048521,42.358877559910098,29,442,52,Congress St. & State St.,BP
-71.135618442275984,42.346255702397919,30,450,641,Corey Rd. & Kelton St.,AB
-71.138267312453536,42.344149059674287,31,451,640,Corey Rd. & Summit Ave.,AB
-71.140429546012498,42.342416769969617,32,452,639,Corey Rd. & Washington St.,AB
-71.135534643824386,42.279564020329971,33,454,632,Cornell St. & Washington St.,WR
-71.055664133143949,42.362638737196193,34,458,4096,Cross St. & Hanover St.,BP
-71.118917027070097,42.279958136034779,35,463,250,Cummins Hwy. & Hyde Park Ave.,WR
-71.125114115715235,42.284486375013977,36,464,2262,Cummins Hwy. & Sycamore St.,WR
-71.128127792896223,42.286465079408721,37,465,252,Cummins Hwy. & Washington St.,WR
-71.098288883194783,42.270270273965188,38,466,1367,Cummins Hwy. & Woodhaven St.,DO
-71.047874389372097,42.341349224155735,39,473,4085,Cypher & D St.,SB
-71.057019459781841,42.333656677516807,40,474,1128,D St. & Dorchester Ave.,SB
-71.042159291155912,42.346224126381273,41,479,374,D St. & Summer St.,SB
-71.050835230370055,42.338825217523564,42,480,373,D St. & West Broadway,SB
-71.048612622099284,42.340720236562028,43,481,1484,D St. & West First St.,SB
-71.053877037251979,42.336263090398788,44,482,540,D St. & West Seventh St.,SB
-71.049929972907151,42.339603061578124,45,483,786,D St. & West Third St.,SB
-71.066224715443852,42.300335681440039,46,486,2355,Dakota St. & Geneva Ave.,DO
-71.078715026822451,42.352872140294167,47,488,750,Dartmouth St. & Marlborough St.,BP
-71.077734797808844,42.350907890807228,48,489,824,Dartmouth St. & Newbury St.,BP
-71.076399516475334,42.348325093319218,49,490,110,Dartmouth St. & Stuart St.,BP
-71.074471102935703,42.344317574624625,50,491,663,Dartmouth St. & Warren Ave.,BP
-71.053144977305578,42.331543811180993,51,523,173,Dorchester St. & Old Colony Ave.,SB
-71.047803386971893,42.334491364349425,52,524,949,Dorchester St. & West Fifth St.,SB
-71.071962261107188,42.337507008740275,53,550,547,East Newton St. & Harrison Ave.,BP
-71.149840197185483,42.337690312705782,54,556,800,Englewood Ave. & Sutherland St.,AB
-71.057162538353566,42.352090734008947,55,563,377,Essex St. & South St.,BP
-71.05617860716093,42.353651761159675,56,580,48,Federal St. & High St.,BP
-71.105656985187125,42.333831506727662,57,583,1944,Fenwood Rd. & Huntington Ave.,RX
-71.102473542325441,42.308891936974071,58,586,1531,Forest Hills St. & Glen Rd.,WR
-71.103749429171373,42.303304924551377,59,587,2047,Forest Hills St. & Williams St.,WR
-71.071260348163079,42.282040257955593,60,603,510,Fuller St. & Washington St.,DO
-71.085106702293089,42.351152193686374,61,611,865,Gloucester St. & Marlborough St.,BP
-71.170983219487312,42.272913626457161,62,612,714,Gould St. & Spring St.  / V.A. Hospital,WR
-71.061517711263875,42.350639330844302,63,626,367,Harrison Ave. & Kneeland St.,BP
-71.067779634927163,42.340838476871042,64,631,689,Harrison Ave. & Waltham St.,BP
-71.083045091359068,42.328007174100563,65,632,784,Harrison Ave. & Warren St.,RX
-71.053212460602879,42.356068795924337,66,642,566,High St. & Oliver St.,BP
-71.054025896345522,42.355256961436687,67,643,1197,High St. & Pearl St.,BP
-71.050889242450452,42.356967874344157,68,644,7004,High St. & Purchase St.,BP
-71.056985190337457,42.353279616012401,69,645,60,High St. & Summer St.,BP
-71.086034731954868,42.319041313471139,70,646,1561,Humboldt Ave. & Martin Luther King Jr. Blvd.,RX
-71.086528506053213,42.317073504896811,71,647,556,Humboldt Ave. & Townsend St.,RX
-71.086024140370625,42.320728586847245,72,648,572,Humboldt Ave. & Walnut Ave.,RX
-71.088325697783532,42.314624660872838,73,649,947,Humboldt Ave. & Waumbeck St.,RX
-71.087348655608537,42.315832683226468,74,650,1723,Humboldt Ave. & Wyoming St.,RX
-71.122176662731988,42.261629796143225,75,668,871,Hyde Park Ave. & West St.,HP
-71.083081939070027,42.327466032869275,76,674,1969,Kearsarge Ave. & Warren St. @ The Boy's Club,RX
-71.091256425016965,42.336044643972791,77,681,1526,Leon St. & Ruggles St.,RX
-71.065709107325517,42.347688182669643,78,695,1328,Marginal Rd. & Shawmut Ave.,BP
-71.088141755092408,42.348119219578749,79,704,91,Massachusetts Ave. & Newbury St.,BP
-71.084120532736918,42.342165790126174,80,706,134,Massachusetts Ave. & St. Botolph St.,BP
-71.125667831960982,42.275916211174447,81,730,517,Metropolitan Ave. & Poplar St.,WR
-71.115688475439157,42.260438575987003,82,731,1104,Metropolitan Ave. & River St.,HP
-71.133535369377086,42.28141674680797,83,732,582,Metropolitan Ave. & Washington St.,WR
-71.055736488246424,42.356913468470566,84,733,327,Milk St. & Pearl St.,BP
-71.058744798284607,42.356995711455355,85,735,23,Milk St. & Washington St.,BP
-71.146270766642346,42.346121576638218,86,736,512,Monastery St. & Washington St.,AB
-71.044826548618772,42.318742124394731,87,742,2336,Mt. Vernon St. @ Harbor Point Blvd.,SB
-71.054494555428448,42.295948371340501,88,744,469,Neponset Ave. & Victory Rd.,DO
-71.062239204460269,42.362208158825993,89,746,4091,New Chardon St. @ Bulfinch Pl.,BP
-71.080413985646558,42.28548913522048,90,751,959,Norfolk St. & Stanton St.,DO
-71.07788225939747,42.288015436319363,91,752,1065,Norfolk St. & Woodrow Ave.,DO
-71.129783655961916,42.363200978234161,92,756,188,North Harvard St. & Western Ave.,AB
-71.078719051920316,42.336919345890493,93,761,785,Northampton St. & Shawmut Ave.,BP
-71.060029689006512,42.31464106243299,94,777,230,Pleasant St. & Stoughton St.,DO
-71.092368241216406,42.332920618259294,95,781,4023,Prentiss St. & Tremont St.,RX
-71.135432512358832,42.288399774363938,96,795,771,Robert St. & South St.,WR
-71.15428948038938,42.263887454463195,97,796,1003,Rockingham Ave. & Washington St.  @ Engine #55,WR
-71.160003684935759,42.258930107194914,98,797,2335,Rockland St. & Washington St.,WR
-71.084022092464267,42.332050030470974,99,799,202,Ruggles St. & Shawmut Ave.,RX
-71.002971488318209,42.385324606344881,100,801,980,Saratoga St. & St. Edward Rd.,EB
-71.048492524847717,42.353175937883904,101,805,3109,Seaport Blvd. & Sleeper St.,SB
-71.073435322341666,42.3404129972199,102,806,647,Shawmut Ave. & West Brookline St.,BP
-71.074556222971822,42.339669385023534,103,807,545,Shawmut Ave. & West Newton St.,BP
-71.134173514786255,42.288900005457222,104,811,770,South St. & Walter St.,WR
-71.127420981796703,42.28712706287449,105,812,2165,South St. & Washington St. @ Forest Hills MBTA Station Busway Exit (Monitor #253),WR
-71.101323919929541,42.332976419401469,106,816,138,St. Alphonsus St. & Tremont St.,RX
-71.149278922147047,42.338649719638191,107,818,392,Strathmore Rd. & Sutherland Rd.,AB
-71.049480987628428,42.349090409214412,108,1,1251,A St. & Melcher St.,SB
-71.051511538791161,42.358802157661493,109,87,2006,Atlantic Ave. & Milk St.,BP
-71.051958551714534,42.3616735342355,110,89,1964,Atlantic Ave. & Richmond,BP
-71.051766084792959,42.359658621105432,111,90,2023,Atlantic Ave. & State St.,BP
-71.055370736278448,42.352692323059877,112,91,43,Atlantic Ave. & Summer St.,BP
-71.121319994356043,42.351690818806524,113,104,1263,Babcock St. & Commonwealth Ave.,BP
-71.093583991182371,42.270123067303231,114,105,849,Babson St. & Blue Hill Ave.,DO
-71.092570250687231,42.276493037137683,115,107,1648,Babson St. & Norfolk St.,DO
-71.166956535849351,42.277180926935195,116,108,817,Baker St. & Gardner St.,WR
-71.167153246105016,42.275810676779237,117,109,727,Baker St. & Spring St.,WR
-71.118034455657025,42.308819855193043,118,111,1786,Ballard St. & Centre St.,WR
-71.07131415831995,42.355750098164144,119,117,4080,Beacon St. & Brimmer St.,BP
-71.069435563803253,42.356232214436076,120,118,65,Beacon St. & Charles St.,BP
-71.091636300671098,42.350283702811303,121,119,314,Beacon St. & Charlesgate East,BP
-71.091636300671098,42.350283702811303,122,120,152,Beacon St. & Charlesgate West,BP
-71.076967027304789,42.354247376430919,123,122,336,Beacon St. & Clarendon St.,BP
-71.079095182505469,42.35366726272072,124,123,104,Beacon St. & Dartmouth St.,BP
-71.081261265806944,42.353081759335524,125,124,337,Beacon St. & Exeter St.,BP
-71.083545420035463,42.352467144541095,126,125,338,Beacon St. & Fairfield St.,BP
-71.0855003927106,42.351939797880263,127,126,339,Beacon St. & Gloucester St.,BP
-71.10924472371704,42.336990104671528,128,251,1432,Brookline Ave. & Francis St.,RX
-71.089400455635626,42.313283386726127,129,456,520,Crawford St. & Humboldt Ave.,RX
-71.042939679061334,42.345559867019404,130,475,4062,D St. & Fargo St.,SB
-71.055295326887105,42.335064608216008,131,477,147,D St. & Old Colony,SB
-71.155424079220467,42.262930188809946,132,498,1752,Desoto Rd. & Washington St.,WR
-71.057318449126853,42.355464917260527,133,499,56,Devonshire St. & Franklin St.,BP
-71.057308192731256,42.356752139890503,134,500,55,Devonshire St. & Milk St.,BP
-71.057331977412957,42.357583005841988,135,501,54,Devonshire St. & Water St.,BP
-71.095301544153628,42.318838330800048,136,502,4089,Dimock St. & Washington St.,RX
-71.057123840375056,42.338923018362102,137,504,2307,Dorchester Ave. & Haul Rd.,SB
-71.05712921245302,42.337941267349031,138,505,271,Dorchester Ave. & Old Colony Ave.,SB
-71.060643031555344,42.298635390213796,139,506,356,Dorchester Ave. & Park St.,DO
-71.06761382797275,42.273914041927362,140,507,721,Dorchester Ave. & Richmond St.,DO
-71.057211002486653,42.312986694064229,141,508,344,Dorchester Ave. & Savin Hill Ave.,DO
-71.052865283240308,42.35142212331052,142,509,46,Dorchester Ave. & Summer St.,BP
-71.0567061387123,42.317138656821406,143,510,4041,Dorchester Ave. & Taft St.,DO
-71.066489107336992,42.277981786099218,144,511,807,Dorchester Ave. & Valley Rd.,DO
-71.057153749432118,42.341605632598714,145,512,309,Dorchester Ave. & West Fourth St.,SB
-71.056690370132713,42.315452606423904,146,513,960,Dorchester Ave. @ Belfort St. & Victoria St.,DO
-71.062095990832006,42.293646301358031,147,514,979,Dorchester Ave. @ Centre St.,DO
-71.05919344990663,42.304222043632471,148,515,4026,Dorchester Ave. @ Kimball St.,DO
-71.068030542752851,42.348007010248686,149,696,1330,Marginal Rd. & Tremont St.,BP
-71.051041266340192,42.332821229900226,150,522,752,Dorchester St. & East Eighth St.,SB
-71.064360510358,42.347347135098637,151,697,1332,Marginal Rd. & Washington St.,BP
-71.048731807162923,42.334006104767688,152,525,2161,Dorchester St. & West Sixth St.,SB
-71.14910360137408,42.356176344950981,153,698,187,Market St. & North Beacon St.,AB
-71.075320566963711,42.326154749838508,154,528,207,Dudley St. & Hampden St.  @ Dunmore St.,RX
-71.082748605690597,42.328614336205661,155,529,208,Dudley St. & Harrison Ave.,RX
-71.089102735450908,42.350064103158836,156,699,89,Marlborough St. & Massachusetts Ave.,BP
-71.083474578462898,42.328708298613407,157,530,209,Dudley St. & Warren St.,RX
-71.048389593906549,42.338606399895056,158,536,945,E St. & West Third St,SB
-71.064354555581275,42.343509963831409,159,537,366,East Berkeley St. & Harrison Ave.,BP
-71.067061470889342,42.344336563437231,160,538,87,East Berkeley St. & Shawmut Ave.,BP
-71.088596812139656,42.319985567632777,161,700,1595,Martin Luther King Jr. Blvd. & Walnut Ave.,RX
-71.065948803063819,42.34395642759862,162,539,365,East Berkeley St. & Washington St.,BP
-71.082157489900609,42.317933072426364,163,701,1611,Martin Luther King Jr. Blvd. & Warren St.,RX
-71.044264961524831,42.335500258124405,164,540,625,East Broadway & G St.,SB
-71.078080113885562,42.33733479242138,165,705,97,Massachusetts Ave. & Shawmut Ave.,BP
-71.035423791618285,42.335650783632815,166,541,304,East Broadway & L St.,SB
-71.080419055792106,42.339275527181982,167,707,96,Massachusetts Ave. & Tremont St.,BP
-71.070945294243018,42.338333995218193,168,543,661,East Brookline St. & Harrison Ave.,BP
-71.077078014748651,42.336507346643437,169,708,98,Massachusetts Ave. & Washington St.,BP
-71.073216218556098,42.336497724707847,170,545,467,East Concord St. & Harrison Ave.,BP
-71.085770110723971,42.343375762983001,171,709,93,Massachusetts Ave. & Westland Ave. @ St. Stephen St.,BP
-71.03525850228543,42.331496903327967,172,546,455,East Eighth St. & L St.,SB
-71.071673029033136,42.332240132677377,173,711,1552,Massachusetts Ave. @ Gerard St.,RX
-71.03992164667379,42.333882456126339,174,547,1462,East Fifth St. & I St.,SB
-71.114841003869884,42.305922388921431,175,716,1738,McBride St. & South St.,WR
-71.035331926446673,42.333963471074405,176,548,2242,East Fifth St. & L St.,SB
-71.061577448475262,42.38079090443,177,718,1859,Medford St. & Terminal St.,CH
-71.08254587813353,42.333783760174832,178,720,2088,Melnea Cass Blvd. & Shawmut Ave.,RX
-71.089034706993573,42.30763999035382,179,553,325,Elm Hill Ave. & Seaver St.,RX
-71.080957313610057,42.332875758919052,180,723,2089,Melnea Cass Blvd. & Washington St.,RX
-71.08354418857347,42.313100915019028,181,554,580,Elm Hill Ave. & Warren St.  @ Waumbeck St.,RX
-71.071858398477872,42.293303034903218,182,724,148,Melville Ave. & Washington St.,DO
-71.078547016100487,42.303395958119161,183,559,607,Erie St. & Washington St.,DO
-71.039250580241685,42.380558219173949,184,726,983,Meridian St. & White St.,EB
-71.061393978332632,42.352511705290105,185,560,1070,Essex St. & Harrison Ave.,BP
-71.059698757922874,42.363061750755591,186,729,311,Merrimac St. & New Chardon St.,BP
-71.059393968602507,42.352534928580226,187,561,375,Essex St. & Kingston St.,BP
-71.068751061340492,42.379067983266367,188,562,2338,Essex St. & Main St.,CH
-71.063922100139038,42.362218941972095,189,765,4128,O'Connell Way & Staniford St.,BP
-71.080899015477058,42.331057512290094,190,566,573,Eustis St. & Harrison Ave.,RX
-71.033920255640908,42.371947393474734,191,766,4027,Orleans St. & Porter St.,EB
-71.098109544363993,42.33673904533574,192,568,1532,Evans Way & Huntington Ave.,RX
-71.058603625103459,42.354096033767092,193,767,605,Otis St. & Summer St.,BP
-71.136600124852947,42.360182289805252,194,570,897,Everett St. & Holton St.,AB
-71.067023761590107,42.296869433590359,195,770,591,Park St. & Waldeck St.,DO
-71.139060900369216,42.353811422536367,196,571,1336,Everett St. & North Beacon St.,AB
-71.072115120285275,42.295514386189957,197,771,539,Park St. & Washington St.,DO
-71.135314845947207,42.363189162158129,198,572,756,Everett St. & Western Ave.,AB
-71.093658740535133,42.336968315891937,199,773,389,Parker St. & Ruggles St.,RX
-71.079890825668883,42.3503264938863,200,574,793,Exeter St. & Newbury St.,BP
-71.097189879306072,42.331799190400851,201,774,610,Parker St. & Tremont St.,RX
-71.156152928743253,42.355345600861604,202,577,561,Faneuil St. & Parsons St.,AB
-71.053357817009896,42.354542961575333,203,775,602,Pearl St. & Purchase St.,BP
-71.056523269527943,42.35551290112975,204,579,49,Federal St. & Franklin St.,BP
-71.112131282324597,42.321600766350912,205,776,267,Perkins St. & South Huntington Ave.,WR
-71.090637295195435,42.339773044231741,206,589,643,Forsyth St. & Huntington Ave.,RX
-71.099139187511653,42.265153369036049,207,788,1734,Rector Rd. & River St.,DO
-71.157111978143675,42.349061867947064,208,591,1475,Foster St. & Washington St.,AB
-71.130951748689725,42.252219181024259,209,789,1318,Reservation Rd. & River St.,HP
-71.107453339695084,42.335847945139939,210,592,2330,Francis St. & Vining St.,RX
-71.069439760371864,42.27247493461347,211,790,1488,River St. & Washington St.,DO
-71.054893828726279,42.356095214935031,212,593,548,Franklin St. & Pearl St.,BP
-71.108427654241609,42.262627880339487,213,791,1448,River St. & Wood Ave.,HP
-71.086462825465858,42.34145229099434,214,604,363,Gainsborough St. & Huntington Ave.,BP
-71.132206224061804,42.363270503978768,215,849,698,Western Ave. @ Riverdale St.,AB
-71.055504547418622,42.341841298389141,216,2,1110,A St. & West Broadway,SB
-71.062468039663756,42.298108299579376,217,606,739,Geneva Ave. & Park St.,DO
-71.056325829185965,42.34113237540906,218,3,417,A St. & West Fourth St.,SB
-71.067380304207035,42.301017150609461,219,607,789,Geneva Ave. & Westville St.,DO
-71.054280355235008,42.342869027593991,220,4,1984,A St. & West Second St.,SB
-71.126948968854819,42.248566139115155,221,610,1109,Glenwood Ave. & Hyde Park Ave.,HP
-71.055368559872804,42.288267235313377,222,9,351,Adams St. & Ashmont St.,DO
-71.05417304959758,42.278953915164351,223,613,900,Granite Ave. & Hill Top St.,DO
-71.064099531118202,42.273273916486922,224,10,755,Adams St. & Butler St.,DO
-71.057049157470701,42.298236405830643,225,12,617,Adams St. & Gibson St.,DO
-71.054746554188313,42.280360454095096,226,614,345,Granite Ave. & Milton St.,DO
-71.058142763120287,42.29933895334041,227,13,357,Adams St. & Park St.,DO
-71.157068227136108,42.26135970693197,228,616,256,Grove St. & Washington St.,WR
-71.061847152929047,42.275255533188833,229,14,875,Adams St. & Richmond St.,DO
-71.057212674667838,42.291437767662813,230,16,1743,Adams St. @ Lonsdale St.,DO
-71.131374960706296,42.283443291013178,231,22,1686,Albano St. & Washington St.,WR
-71.107093770266431,42.333291011384411,232,663,3133,"Huntington Ave., Mission St., & St. Albans Rd",RX
-71.148318013037752,42.357438966315776,233,617,3112,Guest St. & Market St.,AB
-71.072141269439172,42.332618248295994,234,673,1093,"JFF Ramp, Massachusetts Ave., Melnea Cass Blvd., & Southampton St.",RX
-71.093467248035822,42.312189040158437,235,624,2069,Harold St. & Seaver St.,RX
-71.071429814984995,42.334990740747671,236,23,813,Albany St. & East Concord St.,BP
-71.058921699324202,42.349963959439407,237,678,403,"Kneeland St., Lincoln St., & Ramp X",BP
-71.063239757424654,42.346359604329471,238,625,1122,Harrison Ave. & Herald St.,BP
-71.063012500691357,42.350876897537319,239,679,15,"Kneeland St., Stuart St., & Washington St.",BP
-71.075162116124275,42.334938822663311,240,627,99,Harrison Ave. & Massachusetts Ave.,BP
-71.070089547545635,42.33594480092782,241,24,382,Albany St. & East Newton St.,BP
-71.064902452202929,42.365774155566584,242,685,2248,"Lomasney Way, Martha Rd., & Nashua St.",BP
-71.079384190422715,42.332075012057238,243,628,2090,Harrison Ave. & Melnea Cass Blvd.,RX
-71.065804401465428,42.376557037995241,244,690,1553,"Main St., School St., & West School St.",CH
-71.064014045904386,42.344514391984518,245,630,1452,Harrison Ave. & Traveler St.,BP
-71.061287262069527,42.345960451051873,246,25,70,Albany St. & Herald St.,BP
-71.09196049359214,42.321676268459207,247,702,1592,"Martin Luther King Jr. Blvd., Valentine St., & Washington St. (Monitor #4100)",RX
-71.078466753009408,42.296815942392776,248,636,511,Harvard St. & Norwell St.,DO
-71.069623342034816,42.330091934271898,249,714,697,"Massachusetts Ave., Pompeii St., & Theo A. Glynn Way",RX
-71.073475051855951,42.333540164426189,250,26,100,Albany St. & Massachusetts Ave.,BP
-71.099615474852413,42.282336743630324,251,637,686,Harvard St. & Walk Hill St.,DO
-71.125205479116758,42.311864730541728,252,715,862,"May St., Moss Hill Rd., & Pond St.",WR
-71.105228297623313,42.326120033325154,253,638,1802,Heath St. & Schiller St.,RX
-71.076945154646182,42.331238024552654,254,27,2091,Albany St. & Melnea Cass Blvd.,BP
-71.108435839395113,42.305538518057148,255,717,986,"McBride St., Rossmore Rd., & Washington St.",WR
-71.089908248859373,42.343969600809444,256,639,481,Hemenway St. & Westland Ave.,BP
-71.070058251556617,42.273587257511288,257,738,1243,"Morton St., Richmond St., & Washington St.",DO
-71.065856420041968,42.346908042858104,258,640,447,Herald St. & Shawmut Ave.,BP
-71.074407456233274,42.332866274000338,259,28,204,Albany St. & Northampton St.,BP
-71.070729201749486,42.340780241840598,260,741,1099,"Msgr. Reynolds Way, Washington St., & West Dedham St.",BP
-71.064571876514748,42.346637009004183,261,641,1127,Herald St. & Washington St.,BP
-71.050668171345762,42.292843422146426,262,745,982,"Neponset Ave., Pope's Hill St., & South Monroe Terr.",DO
-71.058064807122889,42.36353775772929,263,747,1862,"New Chardon St., North Washington St., & Surface Rd. SB  (w/ Canal St. @ New Chardon St.)",BP
-71.062065102403182,42.344043918554341,264,30,4115,Albany St. & Traveler St.,BP
-71.100270781745834,42.335919187217087,265,652,269,Huntington Ave. & Longwood Ave.,RX
-71.077180475626662,42.29175859258774,266,748,1921,"New England Ave., Norwell St., & Talbot Ave.",DO
-71.084896764365752,42.342763424001781,267,653,94,Huntington Ave. & Massachusetts Ave.,BP
-71.065544470418558,42.348633588245278,268,763,1922,"Oak St. West, Shawmut Ave., & Tremont St.",BP
-71.067373383022598,42.394210073572467,269,35,729,Alford St. & Dexter St.,CH
-71.112091997557371,42.332001433779759,270,655,206,Huntington Ave. & South Huntington Ave.,RX
-71.064060769145343,42.348437258502123,271,764,112,"Oak St., Oak St. West, & Washington St.",BP
-71.102422126846136,42.335178321667257,272,656,2354,Huntington Ave. & Wigglesworth St.,RX
-71.065123334030503,42.324765148659829,273,40,476,Allstate Rd. & Massachusetts Ave. @ Boston Edison Co.,DO
-71.118174542320773,42.289886454533423,274,665,881,Hyde Park Ave. & Southbourne Rd.,HP
-71.062021756775593,42.356552032579764,275,772,8,"Park St., Tremont St., & Winter St.",BP
-71.114864752030087,42.297991970593039,276,666,2162,Hyde Park Ave. & Ukraine Way,WR
-71.058895058749471,42.3127942210931,277,778,622,"Pleasant St., Savin Hill Ave., & Sawyer Ave.",DO
-71.134444726465787,42.353244594776903,278,41,1808,Allston St. & Brighton Ave.,AB
-71.116197842626434,42.296074221045771,279,667,249,Hyde Park Ave. & Walk Hill St.,WR
-71.082910643889235,42.316386752212686,280,786,526,"Quincy St., Townsend St., & Warren St.",RX
-71.060872659517315,42.350466735705091,281,677,401,Kneeland St. & Tyler St.,BP
-71.089499194668122,42.334475719421135,282,800,611,"Ruggles St., Tremont St., & Whittier St.",RX
-71.137795528330486,42.348335739024066,283,42,335,Allston St. & Commonwealth Ave.,AB
-71.160497984883094,42.348888707970659,284,680,726,Lake St. & Washington St.,AB
-71.082879111797013,42.32411817086134,285,840,990,"Walnut Ave., Warren St., & Whiting St.",RX
-71.06790877310182,42.328053482415264,286,688,696,Magazine St. & Massachusetts Ave.,RX
-71.059787619071855,42.301491455098514,287,11,228,Adams St. & Dorchester Ave. (Fields Corner),DO
-71.138220989762843,42.347600289306484,288,43,522,Allston St. & Kelton St.,AB
-71.071482285344132,42.326695500951203,289,689,527,Magazine St. & Norfolk Ave.,RX
-71.06353248373081,42.340982133918708,290,34,1333,"Albany St., MBTA Drive & Randolph St.",BP
-71.050666773775561,42.357029017712172,291,86,40,Atlantic Ave. & High St.  (Monitor #1486),BP
-71.088270079143527,42.33063770976964,292,691,2349,Malcolm X Blvd. & Roxbury St.,RX
-71.051479440199998,42.354746159143708,293,95,1216,"Atlantic Ave., Ramp CA-N, & Seaport Blvd.",BP
-71.139813525965195,42.345101056236928,294,44,638,Allston St. & Summit Ave.,AB
-71.087389039427791,42.30676489824446,295,694,981,Maple St. & Seaver St.,RX
-71.150949854459185,42.335962162809395,296,121,183,Beacon St. & Chestnut Hill Ave. (Cleveland Circle),AB
-71.097948789074906,42.281286780710111,297,45,719,Almont St. & Walk Hill St.,DO
-71.129722360307255,42.287223879480088,298,144,1088,"Belgrade Ave., MBTA Driveway, & South St.",WR
-71.084759335951887,42.305259194231738,299,188,2104,Blue Hill Ave. & Seaver St. (Rt. Turn),RX
-71.082619567294444,42.309542433604129,300,190,189,Blue Hill Ave. & Warren St. (Grove Hall),RX
-71.087055420113188,42.29812448144547,301,46,216,American Legion Hwy. & Blue Hill Ave.,DO
-71.077768933033923,42.320466310242566,302,191,1486,Blue Hill Ave. & West Cottage St.  (Monitor #1485),RX
-71.116818406158174,42.278960420300365,303,47,1195,American Legion Hwy. & Canterbury St.,WR
-71.093904076676964,42.26747274770684,304,196,234,"Blue Hill Ave., Cummins Hwy., & River St. (Mattapan Sq.)",DO
-71.09220719899308,42.295901659841327,305,48,1301,American Legion Hwy. & Franklin Hill Ave.,WR
-71.090811421473759,42.346486410108923,306,220,9005,Boylston St. & Fenway  (Monitor #9016),BP
-71.095361792371563,42.345239543622263,307,223,938,Boylston St. & Ipswich St (Monitor #983),BP
-71.102634001123803,42.343334435552961,308,227,9006,Boylston St. & Park Dr.  (Monitor #9017),BP
-71.120159995843892,42.272578674011719,309,49,1645,American Legion Hwy. & Hyde Park Ave.,WR
-71.051200550556885,42.356880118578502,310,246,4104,Broad St. & Surface Rd. SB,BP
-71.065137007657228,42.36112521966259,311,272,412,Cambridge St. & Joy St.  (Monitor #4021),BP
-71.114852801173882,42.282369632160794,312,51,1194,American Legion Hwy. & Mt. Hope St.,WR
-71.106668641596741,42.287668254501639,313,52,369,American Legion Hwy. & Walk Hill St.,WR
-71.074262179173644,42.384047914733237,314,273,987,Cambridge St. & Maffa Way (Sullivan Sq.),CH
-71.060617051997212,42.365731830423435,315,296,30,Causeway St. & Haverhill St. (Monitor #506),BP
-71.168615398982467,42.351066436868109,316,328,1071,Champney St. & Faneuil St. (Oak Square),AB
-71.101268917587362,42.318262336182833,317,55,615,Amory St. & Atherton St.,RX
-71.061984385730753,42.371173346498523,318,353,162,"Chelsea St., North Washington St. Bridge, & Rutherford Ave. (City Sq.)",CH
-71.053774520101868,42.360886453156688,319,374,1960,"Clinton St., Ramp CS-SA, & Surface Rd. SB",BP
-71.103120181708618,42.316612674158684,320,56,710,Amory St. & Boylston St.,WR
-71.098297242612489,42.315809724801994,321,392,191,Columbus Ave. & Washington St. (Egleston Square),RX
