X,Y,OBJECTID,METER_ID,VENDOR,PAY_POLICY,PRE_PAY,PARK_NO_PAY,GREEN_DOME,TOW_AWAY,STREET_CLEANING,DIR,BLK_NO,STREET,LOCK_,LOCK__,LONGITUDE,LATITUDE,TRAVEL_DIRECTION,FROM_INTERSECTION,TO_INTERSECTION,SPACE_NUMBER,NUMBEROFSPACES,METER_TYPE,HAS_SENSOR,G_DISTRICT,G_PASSPORT_ZONES,G_PM_ZONE,G_SUBZONE,G_ZONE,BASE_RATE,POLE_MOUNT,YOKE,HOUSING_TYPE,HOUSING_MANUFACTURER,SIDEWALKGE,COIN_SLOTLE,METER_CONDITION,PERMIT_RATE,INSTALLED_ON,PURCHASED_DATE,METER_STATE,SPACE_STATE
-71.071651594384903,42.35077867120885,2957,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,ARLI,ST JAMES AV,1,,-71.071651,42.35077,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.071739594412207,42.350754671201493,2958,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,ARLI,ST JAMES AV,1,,-71.071739,42.350746,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.071828594440063,42.350730671194086,2959,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,ARLI,ST JAMES AV,1,,-71.071828,42.350722,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.07191759446782,42.350706671186693,2960,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,ARLI,ST JAMES AV,1,,-71.071917,42.350698,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072006594495747,42.350682671179257,2961,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,ARLI,ST JAMES AV,1,,-71.072006,42.350674,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072095594523432,42.350657671171703,2962,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,ARLI,ST JAMES AV,1,,-71.072095,42.350649,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072184594551345,42.350633671164246,2963,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,ARLI,ST JAMES AV,1,,-71.072184,42.350625,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072273594579187,42.350609671156874,2964,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,ARLI,ST JAMES AV,1,,-71.072273,42.350601,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072362594606957,42.350585671149439,2965,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,ARLI,ST JAMES AV,1,,-71.072362,42.350577,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.07245159463487,42.350561671142046,2966,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,ARLI,ST JAMES AV,1,,-71.072451,42.350553,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072791594764979,42.350880671191874,2967,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,ST J,BERKELEY ST,1,,-71.072791,42.350872,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,452,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072833594783191,42.350954671204605,2968,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,ST J,BERKELEY ST,1,,-71.072833,42.350946,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072875594801317,42.351029671217482,2969,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,ST J,BERKELEY ST,1,,-71.072875,42.351021,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072917594819259,42.351103671230142,2970,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,ST J,BERKELEY ST,1,,-71.072917,42.351095,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072959594837343,42.351177671242887,2971,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,ST J,BERKELEY ST,1,,-71.072959,42.351169,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072712594731399,42.350747671169067,2972,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.072712,42.350739,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,453,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072624594703697,42.350770671176242,2973,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.072624,42.350762,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072536594676237,42.350794671183586,2974,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.072536,42.350786,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072448594648762,42.350817671190761,2975,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.072448,42.350809,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072360594621088,42.350841671198275,2976,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.07236,42.350833,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.07227159459346,42.350864671205407,2977,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.072271,42.350856,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072183594565871,42.350887671212611,2978,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.072183,42.350879,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072095594538339,42.350911671219961,2979,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.072095,42.350903,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072007594510779,42.350934671227144,2980,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.072007,42.350926,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.071919594483219,42.350958671234551,2981,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.071919,42.35095,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.071831594455702,42.350981671241655,2982,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.071831,42.350973,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.071743594428014,42.351004671248873,2983,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.071743,42.350996,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.071655594400596,42.351028671256216,2984,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.071655,42.35102,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.071566594372726,42.351051671263441,2985,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.071566,42.351043,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.071478594345308,42.351075671270856,2986,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.071478,42.351067,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.071390594317705,42.351098671278045,2987,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.07139,42.35109,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.07130259429016,42.351121671285242,2988,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.071302,42.351113,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.071214594262656,42.351145671292585,2989,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.071214,42.351137,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.071126594234926,42.351168671299718,2990,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.071126,42.35116,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.071038594207579,42.351192671307139,2991,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.071038,42.351184,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.070950594179905,42.351215671314279,2992,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.07095,42.351207,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.070861594152092,42.351238671321525,2993,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.070861,42.35123,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.070773594124617,42.351262671328875,2994,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.070773,42.351254,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.070685594097029,42.351285671336072,2995,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.070685,42.351277,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.070597594069611,42.351309671343436,2996,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.070597,42.351301,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.070509594042051,42.351332671350605,2997,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BERK,PROVIDENCE ST,1,,-71.070509,42.351324,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072697594701808,42.350324671089155,2998,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STUA,BERKELEY ST,1,,-71.072697,42.350316,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,454,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072653594682379,42.350235671073676,2999,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STUA,BERKELEY ST,1,,-71.072653,42.350227,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.072609594662623,42.350146671058141,3000,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STUA,BERKELEY ST,1,,-71.072609,42.350138,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0DA,DA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.060641591330153,42.360439673396371,1001,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SOME,CAMBRIDGE ST,1,,-71.060641,42.360431,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.060526591286461,42.360340673381181,1002,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SOME,CAMBRIDGE ST,1,,-71.060526,42.360332,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.060479591268475,42.360295673374161,1003,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SOME,CAMBRIDGE ST,1,,-71.060479,42.360287,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.060373591228,42.360196673358693,1004,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SOME,CAMBRIDGE ST,1,,-71.060373,42.360188,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.060330591210942,42.360147673350795,1005,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SOME,CAMBRIDGE ST,1,,-71.06033,42.360139,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.060256591182068,42.360067673337966,1006,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SOME,CAMBRIDGE ST,1,,-71.060256,42.360059,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.060215591165601,42.360016673329632,1007,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SOME,CAMBRIDGE ST,1,,-71.060215,42.360008,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.060124591129579,42.359910673312299,1008,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SOME,CAMBRIDGE ST,1,,-71.060124,42.359902,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.059909591005592,42.358991673144637,1009,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,SOME,TREMONT ST,1,,-71.059909,42.358983,,,,,1,SINGLE-SPACE,NO,DISTRICT 1,1000,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.059962591020309,42.358943673133737,1010,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,SOME,TREMONT ST,1,,-71.059962,42.358935,,,,,1,SINGLE-SPACE,NO,DISTRICT 1,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.059995591027842,42.358888673122237,1011,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,SOME,TREMONT ST,1,,-71.059995,42.35888,,,,,1,SINGLE-SPACE,NO,DISTRICT 1,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.060018591032161,42.358830673110468,1012,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,SOME,TREMONT ST,1,,-71.060018,42.358822,,,,,1,SINGLE-SPACE,NO,DISTRICT 1,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.060139591058544,42.358603673063485,1013,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,SOME,TREMONT ST,1,,-71.060139,42.358595,,,,,1,SINGLE-SPACE,NO,DISTRICT 1,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.060191591072439,42.358546673051052,1014,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,SOME,TREMONT ST,1,,-71.060191,42.358538,,,,,1,SINGLE-SPACE,NO,DISTRICT 1,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.06025459108983,42.358489673038136,1015,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,SOME,TREMONT ST,1,,-71.060254,42.358481,,,,,1,SINGLE-SPACE,NO,DISTRICT 1,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.060294591099236,42.358424673024537,1016,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,SOME,TREMONT ST,1,,-71.060294,42.358416,,,,,1,SINGLE-SPACE,NO,DISTRICT 1,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.056834590102909,42.360837673593565,1017,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,NORT,UNION ST,1,,-71.056834,42.360829,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
-71.056861590120505,42.360986673620978,1018,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,NORT,UNION ST,1,,-71.056861,42.360978,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BA,BA,0.25,,,,,,,,,4/1/2017 1:00:00 AM,,ACTIVE,ACTIVE
